Alert_ID,Date,Alert_Type,Severity,Source,Department,Analyst,Resolution_Time_Minutes,False_Positive,Risk_Score,SLA_Met,Device_Name,Status
233,2026-01-28 13:06:00,Phishing,Medium,Email,Finance,Peter,80,No,43,Yes,HOST-1087,Resolved
234,2026-03-10 12:01:00,Failed Login,Low,Identity Provider,Engineering,Bruce,26,Yes,22,Yes,HOST-1190,Resolved
235,2026-04-02 07:37:00,Phishing,Medium,Email,Finance,Peter,63,No,44,Yes,HOST-1147,In Progress
236,2026-03-03 15:01:00,Phishing,Low,Email,Operations,Peter,40,No,16,Yes,HOST-1257,Closed
237,2026-01-07 12:23:00,Failed Login,High,VPN,Operations,Peter,218,No,82,Yes,HOST-1265,Resolved
238,2026-03-18 09:36:00,Firewall Alert,Low,Firewall,Operations,Clark,28,Yes,13,Yes,HOST-1079,Closed
239,2026-02-26 08:43:00,Malware,Critical,Endpoint,Finance,Tony,704,No,98,Yes,HOST-1060,Resolved
240,2026-04-17 07:43:00,Phishing,Low,Email,Engineering,Clark,26,No,21,Yes,HOST-1240,Resolved
241,2026-05-22 11:00:00,Phishing,High,Email,Engineering,Peter,201,No,67,Yes,HOST-1150,Closed
242,2026-06-18 12:13:00,Firewall Alert,High,Firewall,Engineering,Steve,120,Yes,66,Yes,HOST-1139,Closed
243,2026-04-08 01:45:00,Phishing,High,Email,Finance,Tony,212,Yes,61,Yes,HOST-1065,Resolved
244,2026-02-20 18:24:00,Phishing,Low,Email,Engineering,Peter,33,No,24,Yes,HOST-1173,Resolved
245,2026-02-25 18:20:00,Phishing,High,Email,Engineering,Peter,203,No,63,Yes,HOST-1248,Resolved
246,2026-03-05 22:46:00,Malware,Low,Endpoint,Operations,Clark,15,No,22,Yes,HOST-1318,In Progress
247,2026-01-09 02:37:00,Phishing,Low,Email,Engineering,Tony,34,No,17,Yes,HOST-1346,Resolved
248,2026-03-02 13:07:00,Malware,Low,Endpoint,Human Resources,Bruce,28,No,23,Yes,HOST-1316,Resolved
249,2026-02-13 09:00:00,Phishing,Medium,Email,Executive,Peter,86,No,38,Yes,HOST-1100,Resolved
250,2026-03-18 15:02:00,Phishing,High,Email,Engineering,Tony,140,Yes,69,Yes,HOST-1230,Closed
251,2026-05-06 18:56:00,Failed Login,High,VPN,Engineering,Bruce,188,Yes,75,Yes,HOST-1065,Resolved
252,2026-04-19 12:29:00,Phishing,Low,Email,Executive,Peter,40,Yes,7,Yes,HOST-1088,Resolved
253,2026-01-08 14:40:00,Malware,Low,Endpoint,Engineering,Bruce,38,No,11,Yes,HOST-1285,Resolved
254,2026-06-09 15:14:00,Failed Login,Medium,VPN,Engineering,Peter,47,Yes,54,Yes,HOST-1170,Resolved
255,2026-05-31 08:55:00,Phishing,Low,Email,Engineering,Tony,34,Yes,6,Yes,HOST-1041,Resolved
256,2026-01-05 12:50:00,Malware,High,Endpoint,Operations,Clark,123,No,74,Yes,HOST-1079,Resolved
257,2026-03-17 07:55:00,Phishing,Low,Email,Engineering,Peter,32,Yes,9,Yes,HOST-1170,In Progress
258,2026-02-16 16:35:00,Phishing,Low,Email,Executive,Peter,21,No,12,Yes,HOST-1209,In Progress
259,2026-05-21 06:24:00,Failed Login,Medium,Identity Provider,Operations,Steve,77,Yes,52,Yes,HOST-1192,Resolved
260,2026-02-12 14:06:00,Failed Login,Low,VPN,Engineering,Steve,33,Yes,15,Yes,HOST-1266,Closed
261,2026-01-01 08:36:00,Privilege Escalation,High,Email,Operations,Clark,149,No,75,Yes,HOST-1026,Closed
262,2026-01-20 16:24:00,Phishing,Medium,Email,Engineering,Steve,66,Yes,58,Yes,HOST-1037,Closed
263,2026-01-05 13:40:00,Failed Login,Low,Identity Provider,Finance,Bruce,19,Yes,24,No,HOST-1316,Resolved
264,2026-03-24 09:54:00,Failed Login,Low,Identity Provider,Engineering,Steve,20,No,10,Yes,HOST-1021,Closed
265,2026-05-14 09:25:00,Phishing,Medium,Email,Engineering,Peter,54,Yes,60,Yes,HOST-1318,In Progress
266,2026-01-12 09:56:00,Malware,Low,Endpoint,Engineering,Bruce,17,No,18,Yes,HOST-1043,In Progress
267,2026-05-08 19:45:00,Phishing,Low,Email,Engineering,Clark,35,No,24,Yes,HOST-1107,Resolved
268,2026-06-28 12:12:00,Phishing,Low,Email,Finance,Steve,32,Yes,26,Yes,HOST-1302,Closed
269,2026-05-18 19:01:00,Malware,Medium,Endpoint,Engineering,Clark,70,No,57,Yes,HOST-1077,Resolved
270,2026-06-08 17:53:00,Phishing,Low,Email,Engineering,Peter,17,No,6,Yes,HOST-1064,Resolved
271,2026-01-10 12:28:00,Failed Login,Low,Identity Provider,Operations,Steve,38,Yes,8,Yes,HOST-1274,Resolved
272,2026-04-22 09:03:00,Failed Login,High,Identity Provider,Finance,Bruce,223,Yes,68,Yes,HOST-1136,Closed
273,2026-03-11 13:55:00,Data Exfiltration,High,DLP,Engineering,Clark,190,No,74,Yes,HOST-1202,Resolved
274,2026-01-25 10:13:00,Phishing,Medium,Email,Operations,Peter,63,No,34,Yes,HOST-1275,Closed
275,2026-06-30 08:22:00,Failed Login,Medium,Identity Provider,Finance,Clark,81,Yes,48,Yes,HOST-1184,Resolved
276,2026-05-31 13:33:00,Failed Login,Low,Identity Provider,Operations,Bruce,17,Yes,23,No,HOST-1266,Closed
277,2026-06-16 05:06:00,Failed Login,Medium,Identity Provider,Engineering,Bruce,45,Yes,47,Yes,HOST-1107,Resolved
278,2026-01-07 19:41:00,Phishing,Medium,Email,Finance,Peter,56,Yes,55,Yes,HOST-1197,In Progress
279,2026-03-13 19:39:00,Failed Login,Medium,VPN,Engineering,Peter,78,Yes,45,Yes,HOST-1075,Resolved
280,2026-01-16 18:11:00,Phishing,Medium,Email,Engineering,Peter,49,Yes,35,Yes,HOST-1130,Resolved
281,2026-06-16 18:59:00,Privilege Escalation,Low,Firewall,Engineering,Steve,29,No,25,Yes,HOST-1062,Resolved
282,2026-03-11 02:57:00,Phishing,Low,Email,Finance,Bruce,15,Yes,11,Yes,HOST-1073,Resolved
283,2026-01-09 15:22:00,Failed Login,Low,Identity Provider,Finance,Steve,33,Yes,9,Yes,HOST-1193,Closed
284,2026-05-04 08:04:00,Phishing,Low,Email,Executive,Peter,29,Yes,28,Yes,HOST-1092,In Progress
285,2026-02-06 06:47:00,Malware,Low,Endpoint,Engineering,Tony,32,Yes,12,Yes,HOST-1260,Resolved
286,2026-01-30 13:37:00,Failed Login,Low,Identity Provider,Finance,Clark,35,Yes,19,Yes,HOST-1059,Closed
287,2026-01-27 13:40:00,Phishing,Low,Email,Finance,Peter,38,No,15,Yes,HOST-1328,Closed
288,2026-06-11 12:29:00,Phishing,Medium,Email,Engineering,Peter,87,Yes,46,Yes,HOST-1109,Closed
289,2026-03-23 07:21:00,Phishing,Low,Email,Engineering,Tony,35,Yes,11,Yes,HOST-1306,Resolved
290,2026-03-11 15:22:00,Phishing,High,Email,Human Resources,Peter,239,No,72,Yes,HOST-1183,Resolved
291,2026-05-25 08:59:00,Phishing,Medium,Email,Operations,Peter,76,No,57,Yes,HOST-1229,Closed
292,2026-01-30 09:20:00,Phishing,High,Email,Finance,Tony,124,Yes,74,Yes,HOST-1037,Closed
293,2026-04-04 11:25:00,Phishing,Low,Email,Operations,Peter,34,No,30,Yes,HOST-1343,Closed
294,2026-02-27 11:35:00,Failed Login,Medium,Identity Provider,Engineering,Clark,53,Yes,36,Yes,HOST-1291,Resolved
295,2026-01-01 05:37:00,Phishing,Low,Email,Engineering,Tony,21,Yes,29,Yes,HOST-1349,Resolved
296,2026-02-11 18:16:00,Failed Login,Medium,Identity Provider,Engineering,Steve,73,Yes,57,Yes,HOST-1231,In Progress
297,2026-01-01 06:06:00,Malware,Medium,Endpoint,Engineering,Peter,85,No,52,Yes,HOST-1198,Resolved
298,2026-02-01 18:26:00,Firewall Alert,High,Firewall,Operations,Tony,236,No,71,Yes,HOST-1054,Resolved
299,2026-03-16 08:53:00,Phishing,High,Email,Engineering,Peter,167,Yes,62,Yes,HOST-1200,Resolved
300,2026-03-31 18:25:00,Firewall Alert,Medium,Firewall,Engineering,Bruce,83,No,41,Yes,HOST-1114,Closed
301,2026-06-08 10:12:00,Phishing,Low,Email,Engineering,Peter,38,No,18,Yes,HOST-1142,Resolved
302,2026-04-10 05:47:00,Failed Login,Low,Identity Provider,Executive,Tony,21,Yes,25,Yes,HOST-1225,Resolved
303,2026-06-24 08:57:00,Phishing,Low,Email,Engineering,Peter,22,No,26,Yes,HOST-1347,Resolved
304,2026-05-27 15:28:00,Phishing,Medium,Email,Human Resources,Clark,51,Yes,54,Yes,HOST-1268,Resolved
305,2026-06-23 15:48:00,Phishing,Medium,Email,Engineering,Clark,70,Yes,45,Yes,HOST-1154,Closed
306,2026-05-18 15:08:00,Phishing,Low,Email,Engineering,Peter,24,No,12,Yes,HOST-1339,Closed
307,2026-02-14 14:12:00,Phishing,Medium,Email,Engineering,Clark,65,Yes,37,No,HOST-1305,Resolved
308,2026-05-14 19:34:00,Firewall Alert,Low,Firewall,Engineering,Tony,24,Yes,20,Yes,HOST-1268,Resolved
309,2026-06-08 10:34:00,Phishing,Low,Email,Operations,Clark,38,Yes,6,Yes,HOST-1304,In Progress
310,2026-03-04 01:58:00,Phishing,Low,Email,Engineering,Peter,18,Yes,11,Yes,HOST-1291,Resolved
311,2026-05-20 15:15:00,Malware,Medium,Endpoint,Finance,Bruce,50,Yes,46,Yes,HOST-1080,Resolved
312,2026-04-29 17:53:00,Phishing,Medium,Email,Human Resources,Steve,72,No,43,Yes,HOST-1190,In Progress
313,2026-01-02 08:52:00,Failed Login,Low,VPN,Operations,Peter,36,Yes,22,Yes,HOST-1212,Closed
314,2026-01-12 12:00:00,Phishing,Low,Email,Engineering,Peter,27,Yes,16,Yes,HOST-1105,In Progress
315,2026-04-08 12:52:00,Failed Login,Low,VPN,Operations,Bruce,39,Yes,10,Yes,HOST-1055,Resolved
316,2026-04-27 16:44:00,Phishing,Low,Email,Engineering,Peter,36,Yes,7,Yes,HOST-1314,Closed
317,2026-03-26 13:15:00,Malware,Low,Endpoint,Engineering,Bruce,21,No,26,Yes,HOST-1089,Resolved
318,2026-02-02 18:18:00,Failed Login,Medium,VPN,Finance,Clark,52,Yes,31,Yes,HOST-1247,Closed
319,2026-03-17 07:10:00,Phishing,Medium,Email,Engineering,Peter,87,No,51,Yes,HOST-1001,Resolved
320,2026-04-23 13:22:00,Phishing,Low,Email,Operations,Peter,23,Yes,26,Yes,HOST-1087,Closed
321,2026-06-23 01:46:00,Failed Login,Medium,Identity Provider,Operations,Peter,79,Yes,54,Yes,HOST-1243,Resolved
322,2026-06-16 05:30:00,Failed Login,Medium,VPN,Engineering,Clark,67,Yes,50,Yes,HOST-1117,Resolved
323,2026-02-07 19:23:00,Phishing,Medium,Email,Finance,Peter,71,No,60,Yes,HOST-1053,In Progress
324,2026-02-26 14:49:00,Failed Login,Low,VPN,Engineering,Bruce,27,Yes,14,Yes,HOST-1325,Resolved
325,2026-06-09 12:06:00,Failed Login,Low,Identity Provider,Human Resources,Tony,33,Yes,24,Yes,HOST-1254,Resolved
326,2026-01-11 17:00:00,Malware,Critical,Endpoint,Operations,Clark,309,Yes,87,Yes,HOST-1336,Closed
327,2026-04-09 10:25:00,Failed Login,Low,Identity Provider,Executive,Tony,30,No,13,Yes,HOST-1293,Closed
328,2026-03-23 16:47:00,Phishing,Medium,Email,Finance,Peter,50,No,58,No,HOST-1333,Resolved
329,2026-03-24 23:54:00,Failed Login,Low,VPN,Operations,Steve,33,Yes,7,Yes,HOST-1176,Closed
330,2026-05-17 11:02:00,Failed Login,Medium,VPN,Engineering,Bruce,75,Yes,38,Yes,HOST-1168,Resolved
331,2026-06-20 06:41:00,Phishing,Low,Email,Engineering,Peter,31,No,29,Yes,HOST-1179,Closed
332,2026-05-08 13:18:00,Phishing,High,Email,Human Resources,Peter,143,Yes,69,Yes,HOST-1057,Resolved
333,2026-03-16 08:01:00,Phishing,Low,Email,Finance,Tony,26,Yes,23,Yes,HOST-1030,Resolved
334,2026-04-13 12:35:00,Failed Login,Low,VPN,Engineering,Peter,16,Yes,14,Yes,HOST-1327,Closed
335,2026-06-24 17:43:00,Phishing,Medium,Email,Engineering,Peter,67,No,46,Yes,HOST-1078,Resolved
336,2026-01-23 17:19:00,Firewall Alert,Medium,Firewall,Operations,Bruce,70,Yes,51,Yes,HOST-1233,Closed
337,2026-04-23 14:11:00,Failed Login,Medium,Identity Provider,Engineering,Peter,70,Yes,55,Yes,HOST-1261,Resolved
338,2026-04-08 23:48:00,Phishing,Medium,Email,Engineering,Peter,50,Yes,45,Yes,HOST-1073,In Progress
339,2026-06-28 06:59:00,Phishing,Low,Email,Engineering,Peter,15,Yes,14,Yes,HOST-1257,Resolved
340,2026-01-07 11:27:00,Phishing,Medium,Email,Engineering,Peter,55,No,42,Yes,HOST-1229,Resolved
341,2026-05-07 05:17:00,Phishing,Medium,Email,Finance,Peter,87,No,45,Yes,HOST-1225,Resolved
342,2026-02-25 17:37:00,Phishing,Medium,Email,Finance,Peter,81,No,33,Yes,HOST-1244,Resolved
343,2026-05-08 11:39:00,Phishing,Low,Email,Engineering,Peter,23,No,27,Yes,HOST-1267,Resolved
344,2026-06-04 15:54:00,Phishing,Low,Email,Operations,Peter,26,Yes,7,Yes,HOST-1109,In Progress
345,2026-05-18 11:12:00,Data Exfiltration,High,DLP,Engineering,Bruce,158,No,63,No,HOST-1110,Resolved
346,2026-03-10 16:02:00,Phishing,Critical,Email,Engineering,Tony,304,No,95,Yes,HOST-1186,Resolved
347,2026-05-12 09:14:00,Phishing,Low,Email,Engineering,Steve,27,Yes,5,Yes,HOST-1345,Resolved
348,2026-03-06 17:39:00,Phishing,Low,Email,Executive,Peter,30,No,13,Yes,HOST-1053,Resolved
349,2026-04-26 15:48:00,Privilege Escalation,Low,Identity Provider,Engineering,Clark,15,No,22,Yes,HOST-1099,Resolved
350,2026-04-09 18:50:00,Phishing,High,Email,Engineering,Peter,136,Yes,62,Yes,HOST-1059,Resolved
351,2026-03-19 12:31:00,Failed Login,High,Identity Provider,Operations,Clark,230,No,85,Yes,HOST-1213,Resolved
352,2026-05-20 14:29:00,Phishing,Low,Email,Finance,Peter,27,Yes,13,Yes,HOST-1271,Resolved
353,2026-03-04 10:43:00,Phishing,Medium,Email,Human Resources,Peter,66,Yes,48,Yes,HOST-1144,Resolved
354,2026-02-01 07:34:00,Phishing,Low,Email,Operations,Clark,20,No,9,Yes,HOST-1010,Closed
355,2026-05-15 15:14:00,Phishing,Low,Email,Engineering,Clark,20,No,22,Yes,HOST-1300,Resolved
356,2026-06-21 12:12:00,Phishing,Low,Email,Operations,Peter,31,No,30,Yes,HOST-1167,Resolved
357,2026-01-23 14:43:00,Failed Login,Low,VPN,Operations,Bruce,20,Yes,7,Yes,HOST-1146,Resolved
358,2026-04-29 10:47:00,Failed Login,Low,Identity Provider,Operations,Tony,28,Yes,10,Yes,HOST-1241,Resolved
359,2026-03-13 10:38:00,Phishing,Low,Email,Executive,Peter,35,No,8,Yes,HOST-1084,Resolved
360,2026-01-25 08:43:00,Phishing,Low,Email,Engineering,Clark,22,No,15,Yes,HOST-1097,Resolved
361,2026-05-21 17:00:00,Failed Login,Low,Identity Provider,Finance,Peter,19,No,20,Yes,HOST-1145,Resolved
362,2026-03-03 11:09:00,Failed Login,Low,Identity Provider,Executive,Tony,22,No,19,Yes,HOST-1105,Resolved
363,2026-02-26 10:15:00,Failed Login,Medium,Identity Provider,Finance,Tony,79,Yes,53,No,HOST-1325,Closed
364,2026-04-22 13:52:00,Data Exfiltration,High,DLP,Engineering,Bruce,148,No,67,Yes,HOST-1170,Closed
365,2026-06-18 13:24:00,Firewall Alert,Critical,Firewall,Engineering,Tony,618,No,100,Yes,HOST-1109,Resolved
366,2026-01-02 09:10:00,Failed Login,Medium,Identity Provider,Operations,Clark,55,Yes,60,Yes,HOST-1320,Resolved
367,2026-01-07 06:44:00,Firewall Alert,Critical,Firewall,Human Resources,Tony,592,Yes,90,Yes,HOST-1007,Resolved
368,2026-05-29 10:38:00,Malware,Low,Endpoint,Executive,Tony,30,No,16,Yes,HOST-1044,Resolved
369,2026-03-31 13:31:00,Phishing,Low,Email,Engineering,Peter,18,Yes,17,Yes,HOST-1333,Resolved
370,2026-04-24 11:02:00,Phishing,Low,Email,Engineering,Peter,37,No,21,Yes,HOST-1152,In Progress
371,2026-02-17 10:01:00,Phishing,Low,Email,Human Resources,Peter,26,Yes,11,Yes,HOST-1342,Closed
372,2026-01-29 08:36:00,Phishing,Medium,Email,Finance,Peter,72,Yes,34,Yes,HOST-1082,Resolved
373,2026-04-02 08:22:00,Malware,Low,Endpoint,Engineering,Bruce,31,No,5,Yes,HOST-1016,In Progress
374,2026-03-17 10:46:00,Phishing,Low,Email,Finance,Peter,30,Yes,26,Yes,HOST-1092,Resolved
375,2026-05-07 08:48:00,Failed Login,Medium,VPN,Finance,Peter,51,Yes,41,Yes,HOST-1007,Resolved
376,2026-03-31 10:04:00,Malware,Medium,Endpoint,Human Resources,Bruce,45,No,33,Yes,HOST-1206,Resolved
377,2026-01-29 08:49:00,Failed Login,Critical,VPN,Operations,Tony,558,Yes,97,Yes,HOST-1009,Resolved
378,2026-05-14 17:25:00,Failed Login,Low,VPN,Engineering,Peter,37,Yes,8,Yes,HOST-1325,In Progress
379,2026-03-10 12:16:00,Phishing,Medium,Email,Operations,Peter,86,Yes,32,Yes,HOST-1008,Resolved
380,2026-05-15 16:44:00,Failed Login,Low,Identity Provider,Engineering,Bruce,37,Yes,18,No,HOST-1117,Closed
381,2026-02-23 09:49:00,Phishing,Low,Email,Engineering,Bruce,35,Yes,23,Yes,HOST-1215,Closed
382,2026-06-11 15:22:00,Malware,Medium,Endpoint,Engineering,Bruce,63,No,45,Yes,HOST-1180,Closed
383,2026-06-15 14:02:00,Phishing,High,Email,Engineering,Clark,124,Yes,64,Yes,HOST-1119,Closed
384,2026-03-23 14:55:00,Phishing,Low,Email,Engineering,Clark,22,No,23,Yes,HOST-1090,Resolved
385,2026-05-12 11:23:00,Phishing,Low,Email,Operations,Steve,16,Yes,12,Yes,HOST-1098,In Progress
386,2026-06-19 11:31:00,Failed Login,Medium,VPN,Finance,Peter,62,Yes,51,Yes,HOST-1327,Resolved
387,2026-01-14 13:26:00,Firewall Alert,Low,Firewall,Engineering,Bruce,28,No,25,Yes,HOST-1288,Resolved
388,2026-06-25 21:37:00,Phishing,Medium,Email,Executive,Peter,71,Yes,57,Yes,HOST-1342,In Progress
389,2026-01-28 10:39:00,Failed Login,Low,VPN,Engineering,Clark,26,Yes,28,Yes,HOST-1028,Resolved
390,2026-06-08 15:39:00,Firewall Alert,Low,Firewall,Engineering,Peter,33,Yes,14,Yes,HOST-1211,Closed
391,2026-03-03 08:36:00,Phishing,Low,Email,Finance,Peter,25,Yes,26,Yes,HOST-1121,Resolved
392,2026-05-25 08:58:00,Phishing,Low,Email,Finance,Peter,33,No,20,Yes,HOST-1125,Resolved
393,2026-05-01 13:21:00,Failed Login,Low,VPN,Finance,Clark,31,Yes,8,Yes,HOST-1207,Resolved
394,2026-02-18 13:14:00,Failed Login,Medium,Identity Provider,Engineering,Clark,73,Yes,51,Yes,HOST-1003,Resolved
395,2026-03-20 10:33:00,Phishing,Low,Email,Finance,Peter,25,Yes,27,Yes,HOST-1112,Resolved
396,2026-05-08 20:12:00,Phishing,Low,Email,Finance,Peter,37,Yes,26,Yes,HOST-1295,Resolved
397,2026-03-09 17:30:00,Failed Login,Low,VPN,Engineering,Peter,25,Yes,18,Yes,HOST-1159,Resolved
398,2026-02-28 14:00:00,Phishing,Low,Email,Operations,Peter,29,Yes,29,Yes,HOST-1143,Resolved
399,2026-01-10 10:27:00,Malware,Low,Endpoint,Engineering,Steve,16,No,13,Yes,HOST-1022,Resolved
400,2026-04-27 08:04:00,Phishing,Medium,Email,Operations,Clark,74,Yes,40,Yes,HOST-1214,Resolved
401,2026-02-03 08:49:00,Phishing,Medium,Email,Operations,Peter,81,Yes,35,Yes,HOST-1221,Closed
402,2026-05-07 03:55:00,Phishing,Medium,Email,Engineering,Clark,69,Yes,49,Yes,HOST-1162,Resolved
403,2026-01-22 11:12:00,Failed Login,Low,Identity Provider,Operations,Peter,31,Yes,11,Yes,HOST-1158,Resolved
404,2026-06-11 06:04:00,Phishing,Low,Email,Operations,Bruce,27,No,14,Yes,HOST-1322,Closed
405,2026-06-19 09:43:00,Phishing,Medium,Email,Engineering,Peter,53,Yes,51,Yes,HOST-1318,Resolved
406,2026-01-27 14:13:00,Phishing,Medium,Email,Finance,Clark,47,Yes,46,Yes,HOST-1007,Resolved
407,2026-06-11 14:25:00,Failed Login,Medium,Identity Provider,Operations,Clark,47,Yes,38,Yes,HOST-1103,In Progress
408,2026-01-12 05:35:00,Phishing,Critical,Email,Finance,Clark,687,Yes,90,Yes,HOST-1263,In Progress
409,2026-03-16 09:57:00,Failed Login,Medium,Identity Provider,Finance,Steve,46,Yes,31,Yes,HOST-1155,Closed
410,2026-01-15 11:20:00,Phishing,Low,Email,Engineering,Bruce,16,Yes,30,Yes,HOST-1065,Resolved
411,2026-04-13 11:37:00,Phishing,Low,Email,Engineering,Peter,16,No,17,Yes,HOST-1007,Resolved
412,2026-06-16 12:05:00,Privilege Escalation,Low,Endpoint,Engineering,Peter,17,No,17,Yes,HOST-1133,Resolved
413,2026-04-24 20:14:00,Malware,High,Endpoint,Engineering,Bruce,144,No,67,Yes,HOST-1008,Closed
414,2026-05-12 01:08:00,Phishing,Low,Email,Engineering,Peter,26,No,20,Yes,HOST-1008,Resolved
415,2026-03-09 16:57:00,Phishing,Low,Email,Engineering,Peter,29,No,29,No,HOST-1236,Closed
416,2026-03-12 09:57:00,Failed Login,High,Identity Provider,Engineering,Clark,144,Yes,64,Yes,HOST-1333,Resolved
417,2026-03-09 08:38:00,Firewall Alert,Low,Firewall,Executive,Steve,20,Yes,7,Yes,HOST-1191,Resolved
418,2026-02-17 12:31:00,Firewall Alert,Medium,Firewall,Operations,Tony,81,No,45,Yes,HOST-1097,Resolved
419,2026-06-03 13:50:00,Phishing,Medium,Email,Human Resources,Bruce,85,No,56,Yes,HOST-1230,Resolved
420,2026-01-22 10:57:00,Failed Login,Medium,VPN,Executive,Clark,69,Yes,42,Yes,HOST-1276,Closed
421,2026-06-17 08:31:00,Malware,Low,Endpoint,Finance,Bruce,36,No,5,Yes,HOST-1015,Resolved
422,2026-02-18 12:59:00,Phishing,Medium,Email,Engineering,Peter,89,No,59,Yes,HOST-1310,Resolved
423,2026-05-06 13:00:00,Phishing,High,Email,Finance,Peter,186,Yes,65,Yes,HOST-1166,Resolved
424,2026-01-05 14:32:00,Firewall Alert,Low,Firewall,Engineering,Tony,32,Yes,12,Yes,HOST-1227,Resolved
425,2026-06-25 13:56:00,Failed Login,Low,VPN,Finance,Clark,15,Yes,9,Yes,HOST-1005,Resolved
426,2026-04-09 12:27:00,Failed Login,Low,VPN,Operations,Bruce,20,No,22,No,HOST-1325,In Progress
427,2026-06-10 11:15:00,Failed Login,Low,Identity Provider,Operations,Tony,16,Yes,10,Yes,HOST-1268,Resolved
428,2026-06-05 08:30:00,Phishing,Low,Email,Engineering,Clark,24,No,24,No,HOST-1071,Closed
429,2026-01-27 08:15:00,Phishing,Low,Email,Engineering,Peter,17,No,13,Yes,HOST-1280,Resolved
430,2026-06-25 11:26:00,Failed Login,Medium,Identity Provider,Operations,Bruce,45,Yes,44,Yes,HOST-1173,Resolved
431,2026-02-26 11:12:00,Phishing,Medium,Email,Engineering,Peter,73,Yes,55,Yes,HOST-1130,Resolved
432,2026-01-18 14:08:00,Privilege Escalation,Low,Endpoint,Executive,Tony,27,No,22,Yes,HOST-1115,Closed
433,2026-06-23 11:31:00,Data Exfiltration,Low,DLP,Engineering,Peter,22,No,28,Yes,HOST-1131,Resolved
434,2026-06-21 19:53:00,Malware,High,Endpoint,Engineering,Bruce,162,No,73,Yes,HOST-1279,Resolved
435,2026-05-05 08:06:00,Malware,High,Endpoint,Engineering,Bruce,147,No,72,Yes,HOST-1099,Resolved
436,2026-04-25 12:45:00,Privilege Escalation,Low,Email,Operations,Peter,30,No,6,Yes,HOST-1342,Resolved
437,2026-01-07 17:07:00,Phishing,Low,Email,Finance,Clark,20,Yes,23,Yes,HOST-1080,Resolved
438,2026-02-12 11:56:00,Failed Login,Medium,VPN,Human Resources,Peter,89,No,32,No,HOST-1136,In Progress
439,2026-04-16 10:38:00,Phishing,Low,Email,Operations,Steve,28,No,14,Yes,HOST-1283,Resolved
440,2026-04-23 20:02:00,Failed Login,Medium,Identity Provider,Operations,Clark,56,Yes,42,Yes,HOST-1319,Resolved
441,2026-01-02 17:12:00,Phishing,Low,Email,Operations,Peter,37,No,30,Yes,HOST-1115,Resolved
442,2026-04-09 14:52:00,Phishing,Critical,Email,Engineering,Clark,511,No,100,Yes,HOST-1298,Resolved
443,2026-01-30 10:04:00,Phishing,Low,Email,Operations,Steve,34,Yes,12,Yes,HOST-1236,Resolved
444,2026-06-30 13:49:00,Failed Login,Medium,Identity Provider,Engineering,Bruce,88,Yes,32,Yes,HOST-1089,Resolved
445,2026-05-22 07:26:00,Phishing,Low,Email,Operations,Peter,37,Yes,19,Yes,HOST-1290,Resolved
446,2026-05-31 16:47:00,Firewall Alert,Critical,Firewall,Operations,Clark,406,No,98,Yes,HOST-1290,Resolved
447,2026-06-29 08:47:00,Phishing,Medium,Email,Finance,Peter,78,No,35,Yes,HOST-1324,Resolved
448,2026-04-28 09:19:00,Phishing,Low,Email,Engineering,Peter,15,Yes,22,Yes,HOST-1263,Resolved
449,2026-04-01 11:10:00,Phishing,Low,Email,Engineering,Peter,28,No,23,Yes,HOST-1338,Closed
450,2026-04-25 11:42:00,Phishing,Medium,Email,Engineering,Peter,81,Yes,53,Yes,HOST-1030,Resolved
451,2026-04-23 12:05:00,Failed Login,Low,Identity Provider,Operations,Bruce,34,Yes,6,Yes,HOST-1277,Resolved
452,2026-06-15 12:54:00,Malware,Medium,Endpoint,Human Resources,Bruce,49,No,35,No,HOST-1337,Resolved
453,2026-04-10 12:31:00,Data Exfiltration,Low,DLP,Engineering,Steve,29,No,26,Yes,HOST-1044,Resolved
454,2026-01-22 12:56:00,Malware,Low,Endpoint,Engineering,Bruce,19,Yes,15,Yes,HOST-1212,Resolved
455,2026-02-27 12:53:00,Failed Login,Medium,Identity Provider,Engineering,Peter,83,Yes,39,Yes,HOST-1094,Resolved
456,2026-06-12 13:47:00,Failed Login,Medium,Identity Provider,Engineering,Clark,86,Yes,35,Yes,HOST-1110,Closed
457,2026-06-15 09:37:00,Privilege Escalation,Critical,Identity Provider,Engineering,Tony,668,No,96,Yes,HOST-1029,Resolved
458,2026-04-27 12:44:00,Failed Login,Low,Identity Provider,Finance,Bruce,28,Yes,23,Yes,HOST-1280,Resolved
459,2026-03-23 15:18:00,Phishing,Low,Email,Human Resources,Peter,23,Yes,7,Yes,HOST-1348,Closed
